35855 2012 00002 00367 9  1.00            2012-03-02 00:00:00 00693 00158 10565 1           00018                                                                                                                                                                                                           0.00           
35856 2012 00002 00373 9  1.00            2012-03-02 00:00:00 00693 00158 10565 1           00010                                                                                                                                                                                                           0.00           
35903 2012 00002 00367 9  1.00            2012-02-28 00:00:00 00693 00158 10647 1           00018                                                                                                                                                                                                           0.00           
35904 2012 00002 00373 9  1.00            2012-02-28 00:00:00 00693 00158 10647 1           00088                                                                                                                                                                                                           0.00           
35905 2012 00005 00214 9  4.00            2012-02-28 00:00:00 00693 00158 10647 1           00012                                                                                                                                                                                                           0.00           
35906 2012 00005 00228 9  1.00            2012-02-28 00:00:00 00693 00158 10647 1           00033                                                                                                                                                                                                           0.00           
35907 2012 00014 00114 9  6.00            2012-02-28 00:00:00 00693 00158 10647 1           00033                                                                                                                                                                                                           0.00           
35908 2012 00014 00381 9  1.00            2012-02-28 00:00:00 00693 00158 10647 1           00047                                                                                                                                                                                                           0.00           
35909 2012 00016 00096 9  20.00           2012-02-28 00:00:00 00693 00158 10647 1           00095                                                                                                                                                                                                           0.00           
35910 2012 00016 00383 9  1.00            2012-02-28 00:00:00 00693 00158 10647 1           00095                                                                                                                                                                                                           0.00           
35911 2012 00002 00367 9  1.00            2012-02-28 00:00:00 00693 00158 10650 1           00018                                                                                                                                                                                                           0.00           
35912 2012 00002 00373 9  1.00            2012-02-28 00:00:00 00693 00158 10650 1           00088                                                                                                                                                                                                           0.00           
35913 2012 00005 00214 9  3.00            2012-02-28 00:00:00 00693 00158 10650 1           00012                                                                                                                                                                                                           0.00           
35914 2012 00005 00228 9  1.00            2012-02-28 00:00:00 00693 00158 10650 1           00012                                                                                                                                                                                                           0.00           
35915 2012 00014 00114 9  6.00            2012-02-28 00:00:00 00693 00158 10650 1           00033                                                                                                                                                                                                           0.00           
35916 2012 00014 00381 9  1.00            2012-02-28 00:00:00 00693 00158 10650 1           00033                                                                                                                                                                                                           0.00           
35917 2012 00016 00096 9  16.00           2012-02-28 00:00:00 00693 00158 10650 1           00095                                                                                                                                                                                                           0.00           
35918 2012 00016 00383 9  1.00            2012-02-28 00:00:00 00693 00158 10650 1           00095                                                                                                                                                                                                           0.00           
35919 2012 00002 00367 9  1.00            2012-02-28 00:00:00 00693 00158 10659 1           00088                                                                                                                                                                                                           0.00           
35920 2012 00002 00373 9  1.00            2012-02-28 00:00:00 00693 00158 10659 1           00010                                                                                                                                                                                                           0.00           
35921 2012 00005 00228 9  1.00            2012-02-28 00:00:00 00693 00158 10659 1           00032                                                                                                                                                                                                           0.00           
